,true,1,2,3,4,5,min3,min4,min5,fmacro_mean_over_folds,fmacro_std_over_folds,boot_fmac_mean_over_folds,boot_mean_fmacs_of_folds,boot_quantile_lower_fmac_of_folds,boot_quantile_upper_fmac_of_folds,boot_fmac_std_of_folds,n_true_classes_in_folds,n_unique_classes_in_folds
b_his_ca_HISAN,100.0,64.237936177287,63.83613410916844,64.19733286523203,62.05344802588295,63.58989757007518,64.48490573978187,62.27262922879184,56.03640703242634,63.58294974952912,0.8958236361333566,63.50170373916626,"[64.19444680213928, 63.772064447402954, 64.16058540344238, 61.96238994598389, 63.41903209686279]","[62.306968688964844, 62.085289001464844, 62.350685119628906, 59.894615173339844, 61.335235595703125]","[66.06443786621094, 65.40652465820312, 65.93376159667969, 63.965702056884766, 65.62805938720703]","[0.9698486886918545, 0.9017459116876125, 0.9430249221622944, 0.9957903064787388, 1.130544114857912]",13.0,"[13.0, 12.0, 13.0, 12.0, 13.0]"
b_his_cb_MTHISAN,100.0,65.19736600702797,65.1990884972965,63.00177353485815,64.96407769689628,66.10586805881175,66.1509153284108,63.61437430011952,59.73655334604291,64.89363475897815,1.1444611537041536,64.82884287834167,"[65.1094138622284, 65.15393257141113, 62.924402952194214, 64.90790843963623, 66.0485565662384]","[63.421756744384766, 63.11949920654297, 60.97431182861328, 63.080162048339844, 64.32492065429688]","[67.24464416503906, 67.01364135742188, 64.88256072998047, 66.86588287353516, 67.62753295898438]","[0.9863662533462048, 0.9862732142210007, 0.9994581341743469, 0.9891726076602936, 0.8715242147445679]",13.0,"[12.0, 12.0, 12.0, 12.0, 12.0]"
b_his_da_BERT,100.0,65.7635155137294,65.63890968673928,64.83762421387624,65.36391739511672,66.23844363905785,66.32964969655694,65.90093809961218,63.75535277081597,65.5684820897039,0.5166832950306457,65.53919553756714,"[65.75274467468262, 65.62250256538391, 64.79272246360779, 65.3300940990448, 66.19791388511658]","[64.37669372558594, 64.35083770751953, 63.479061126708984, 63.905311584472656, 64.73695373535156]","[67.1578369140625, 66.87505340576172, 66.26444244384766, 66.705322265625, 67.69164276123047]","[0.7003807928413153, 0.6701340433210135, 0.7046939339488745, 0.7182413246482611, 0.7866766303777695]",13.0,"[11.0, 11.0, 11.0, 11.0, 12.0]"
b_his_db_MTBERT,100.0,64.60170705149247,64.23264623985868,65.36241558203577,65.55122467921161,64.56137035962546,65.18344544058631,64.56681010745785,61.79043230090262,64.8618727824448,0.5656109721742285,64.79411721229553,"[64.4752562046051, 64.19419646263123, 65.25616645812988, 65.50672650337219, 64.53824043273926]","[62.8095703125, 62.19103240966797, 63.78306579589844, 64.01276397705078, 63.033287048339844]","[66.14636993408203, 65.86702728271484, 66.9277572631836, 66.97682189941406, 66.18035888671875]","[0.8631804026663303, 0.9384071454405785, 0.8207931183278561, 0.770336389541626, 0.8072344586253166]",13.0,"[11.0, 12.0, 11.0, 11.0, 11.0]"
c_beh_aa_LOGR,100.0,68.48660750194385,67.83173603222578,68.05904395132299,68.3524016828183,68.46392221494058,68.73775077926024,67.10383508285535,65.21985085126522,68.2387422766503,0.28416861467036314,68.29280138015747,"[68.54835152626038, 67.91560649871826, 68.13046336174011, 68.37470531463623, 68.49488019943237]","[66.76839447021484, 66.1590805053711, 66.39286041259766, 66.48052978515625, 66.73344421386719]","[70.33529663085938, 69.68540954589844, 69.9344253540039, 70.28854370117188, 70.17017364501953]","[0.9260133840143681, 0.941833108663559, 0.9100228548049927, 0.9495885111391544, 0.9035225957632065]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
c_beh_ba_CNN,100.0,73.2401752225514,72.28992002419217,66.06924970822482,66.48657870572049,66.06890831338558,68.97817051104563,65.60915133726765,59.94958855816469,68.8309663948149,3.61101371624812,68.9182186126709,"[73.29612374305725, 72.36614227294922, 66.1432683467865, 66.58862829208374, 66.19693040847778]","[71.50152587890625, 70.67179870605469, 64.39295196533203, 64.84962463378906, 64.5558090209961]","[74.77529907226562, 73.90074157714844, 68.07622528076172, 68.20136260986328, 67.74708557128906]","[0.8417862467467785, 0.8305258117616177, 0.9254916571080685, 0.8509897626936436, 0.8361827582120895]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
c_beh_bb_MTCNN,100.0,69.60047580389048,73.64219805776017,72.14508809193867,73.0550513977891,71.09062816976989,72.5185002751922,69.9436646493094,65.87107210174507,71.90668830422966,1.6102900823922888,71.94230198860168,"[69.61452960968018, 73.67095947265625, 72.18997478485107, 73.06610941886902, 71.1699366569519]","[67.95121002197266, 72.01630401611328, 70.56660461425781, 71.54943084716797, 69.47480773925781]","[71.26944732666016, 75.33616638183594, 73.646240234375, 74.74634552001953, 72.86503601074219]","[0.865549873560667, 0.8444462902843952, 0.8383157663047314, 0.7988604716956615, 0.8582049049437046]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
c_beh_ca_HISAN,100.0,74.26887865610786,73.89953621018603,71.14108278905675,73.81518745345305,74.17322461511921,74.98140250899375,72.46129109553858,67.12134422990627,73.45958194478457,1.3095514877651764,73.48265409469604,"[74.27952885627747, 73.92079830169678, 71.18102312088013, 73.82739186286926, 74.20452833175659]","[72.47239685058594, 72.45741271972656, 69.44605255126953, 72.49065399169922, 72.59546661376953]","[75.68968200683594, 75.23748016357422, 72.98822021484375, 75.17442321777344, 75.76464080810547]","[0.8439791388809681, 0.7843025028705597, 0.9165449999272823, 0.7051634136587381, 0.7918157614767551]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
c_beh_cb_MTHISAN,100.0,75.51824031879457,75.22008256574786,73.48184403522522,75.46104133225957,73.54365245082268,75.81588773175496,73.92336631489457,69.23812378757025,74.64497214056998,1.0398425705774952,74.62074279785156,"[75.51379799842834, 75.18630623817444, 73.43397736549377, 75.4429817199707, 73.52665066719055]","[73.82079315185547, 73.47522735595703, 71.82848358154297, 73.9073257446289, 71.80960083007812]","[77.12700653076172, 76.68425750732422, 75.0108871459961, 76.91940307617188, 75.2990951538086]","[0.8427273482084274, 0.8088579401373863, 0.8118736557662487, 0.7728674449026585, 0.872627180069685]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
c_beh_da_BERT,100.0,74.20745626882838,73.04239621406052,73.98187562408582,75.30686935096841,74.99973393373047,75.15917121259665,73.26433510829986,68.77052367887285,74.30766627833472,0.8936518270494408,74.29827451705933,"[74.22823309898376, 73.01093935966492, 73.99390935897827, 75.29705762863159, 74.96123313903809]","[72.34066009521484, 71.27420806884766, 72.34528350830078, 73.76519012451172, 73.46260833740234]","[75.83831024169922, 74.6085433959961, 75.74242401123047, 76.81085205078125, 76.26712036132812]","[0.87277851998806, 0.8543653413653374, 0.8430072106420994, 0.8111179806292057, 0.7448011543601751]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
c_beh_db_MTBERT,100.0,77.10616835965834,76.50913573502761,76.59630008765575,76.58754590999057,76.13412283380575,77.55281376963325,76.19248759121719,72.50610043238153,76.58665458522759,0.34669242498988073,76.57903909683228,"[77.1323025226593, 76.4861524105072, 76.57350897789001, 76.54545903205872, 76.15777254104614]","[75.63148498535156, 74.92943572998047, 75.15412139892578, 74.75053405761719, 74.47828674316406]","[78.41866302490234, 77.88397216796875, 78.01204681396484, 78.06732940673828, 77.59798431396484]","[0.7330013439059258, 0.7835189811885357, 0.7653266191482544, 0.8132233284413815, 0.7740271743386984]",3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]"
d_sit_aa_LOGR,100.0,95.85116637456676,95.63235520917202,95.64763096099671,95.81724433756791,95.83093539220263,95.8535359965167,95.71436205063925,95.2679990127587,95.75586645490121,0.1066004391158885,95.73771357536316,"[95.83258032798767, 95.61924338340759, 95.63705325126648, 95.795077085495, 95.80461382865906]","[94.9889907836914, 94.76590728759766, 94.68814086914062, 94.96534729003906, 95.04161834716797]","[96.65361022949219, 96.41673278808594, 96.47371673583984, 96.60580444335938, 96.62240600585938]","[0.4060343373566866, 0.4137665033340454, 0.42858109809458256, 0.4089360125362873, 0.4030462820082903]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_ba_CNN,100.0,93.76874846653894,95.3538656656668,95.12480219255936,94.56450947195754,94.59792608334872,94.9601752042913,94.39772151900095,93.57737796931029,94.68197037601428,0.6128576631362155,94.66891407966614,"[93.7410056591034, 95.35033106803894, 95.11419534683228, 94.55692768096924, 94.58211064338684]","[92.78018951416016, 94.52075958251953, 94.21772003173828, 93.54151153564453, 93.58905792236328]","[94.71153259277344, 96.2177963256836, 95.96661376953125, 95.50848388671875, 95.5312728881836]","[0.514111714437604, 0.42754290625452995, 0.45473091304302216, 0.48217405565083027, 0.49887062050402164]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_bb_MTCNN_2,100.0,94.41373752199,94.81645065079044,94.6576639245281,94.7648321718361,95.32414647836582,95.40445609395952,94.8673656024281,93.64844730883988,94.79536614950209,0.3337618268614119,94.78581666946411,"[94.39425468444824, 94.80458498001099, 94.66127753257751, 94.75984573364258, 95.30912041664124]","[93.441162109375, 93.95661926269531, 93.72929382324219, 93.91551971435547, 94.4200668334961]","[95.3743896484375, 95.82406616210938, 95.59589385986328, 95.60262298583984, 96.16152954101562]","[0.48488741740584373, 0.4788273014128208, 0.46767583116889, 0.43662935495376587, 0.4395855125039816]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_bb_MTCNN_3,100.0,93.88682076191739,93.89904363115012,94.6763163884319,94.88104070688732,95.95163294524812,95.11809379862132,94.83286102660944,93.39588373261078,94.65897088672698,0.8506315768309444,94.6384859085083,"[93.84894967079163, 93.87649297714233, 94.67102885246277, 94.85881328582764, 95.93714475631714]","[92.82717895507812, 92.82102966308594, 93.72978973388672, 93.9515609741211, 95.2491455078125]","[94.89685821533203, 94.96417236328125, 95.59059143066406, 95.74321746826172, 96.68318939208984]","[0.5220810882747173, 0.5230540409684181, 0.4643091931939125, 0.45159277506172657, 0.3693650709465146]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_ca_HISAN,100.0,96.21436539849535,96.15550637144156,96.09204453288865,96.84737169347345,95.92152978105261,96.89590738083358,96.54010184915734,95.42872336565391,96.24616355547032,0.3534900400359373,96.24515414237976,"[96.20810747146606, 96.16612792015076, 96.07948064804077, 96.83337211608887, 95.93868255615234]","[95.53341674804688, 95.42339324951172, 95.18812561035156, 96.08308410644531, 95.13090515136719]","[96.94342041015625, 97.0036849975586, 96.86000061035156, 97.483154296875, 96.73990631103516]","[0.3754641627892852, 0.4013522993773222, 0.4090013448148966, 0.33982531167566776, 0.4086606204509735]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_cb_MTHISAN_2,100.0,94.84859572495282,95.90061583521104,95.88741961775459,95.4911462489715,95.23650659303382,96.17835212879248,95.77769575312396,94.31483576701434,95.47285680398475,0.44741980738591786,95.47881126403809,"[94.84743475914001, 95.89057564735413, 95.90002298355103, 95.50294876098633, 95.25307416915894]","[93.8423843383789, 95.10908508300781, 95.12287902832031, 94.68150329589844, 94.21123504638672]","[95.83814239501953, 96.76980590820312, 96.7418212890625, 96.41919708251953, 96.14154052734375]","[0.48211924731731415, 0.4144459031522274, 0.39926720783114433, 0.43046288192272186, 0.46747373417019844]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_cb_MTHISAN_3,100.0,96.54173613462132,96.26227639549404,96.05829592591843,96.02119880481989,96.42488281467276,97.09108507430484,96.6114816257784,95.40430478047422,96.26167801510529,0.2259774544889943,96.26304984092712,"[96.5256929397583, 96.26758098602295, 96.06587886810303, 96.02833986282349, 96.42775654792786]","[95.87275695800781, 95.62388610839844, 95.27218627929688, 95.31267547607422, 95.66461181640625]","[97.22447204589844, 96.94402313232422, 96.89445495605469, 96.84136199951172, 97.12051391601562]","[0.34174092579633, 0.34665174316614866, 0.41199703700840473, 0.40140310302376747, 0.3769243136048317]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_da_BERT,100.0,96.81292097228122,97.41183230297882,97.14797420103795,97.18163043767352,97.58084771222768,97.35768283468656,97.30555560082902,96.99969998679109,97.22704112523984,0.29117696101366286,97.23157405853271,"[96.81677222251892, 97.4172592163086, 97.15185761451721, 97.19395041465759, 97.57803082466125]","[96.11245727539062, 96.81916046142578, 96.50701904296875, 96.57405853271484, 96.98825073242188]","[97.42166137695312, 97.97027587890625, 97.71331787109375, 97.76121520996094, 98.13715362548828]","[0.338587025180459, 0.2955913543701172, 0.32065510749816895, 0.3133732592687011, 0.3019650001078844]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_db_MTBERT_2,100.0,96.17900506085213,96.93617834740344,96.71406773491239,97.39646663159395,96.31572313935402,96.92789920715263,96.61797331287185,96.08313642748753,96.7082881828232,0.4898481510235283,96.69055461883545,"[96.16018533706665, 96.91829681396484, 96.69606685638428, 97.38026857376099, 96.29795551300049]","[95.30165100097656, 96.2058334350586, 95.99295806884766, 96.74139404296875, 95.60509490966797]","[96.87932586669922, 97.62606811523438, 97.35431671142578, 97.9544906616211, 97.00011444091797]","[0.4056529141962528, 0.35309114027768373, 0.35143226850777864, 0.310685345903039, 0.37913057021796703]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
d_sit_db_MTBERT_3,100.0,96.55154503418166,96.75759160424863,96.86801295643448,96.79215121103736,96.19438580771443,96.87205576158519,96.62096400679168,96.14945606806893,96.63273732272332,0.27161564832038837,96.6212272644043,"[96.5528130531311, 96.74020409584045, 96.85969948768616, 96.77121043205261, 96.18220925331116]","[95.8306884765625, 96.00094604492188, 96.19842529296875, 96.11138916015625, 95.39251708984375]","[97.29961395263672, 97.44212341308594, 97.45075988769531, 97.39413452148438, 96.89579772949219]","[0.3738789353519678, 0.3689594566822052, 0.33578211441636086, 0.34978101029992104, 0.3856310620903969]",4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]"
